_ObjectName,_SourceFile,_Script,_ScriptGUID,_ScriptFileID,MonoBehaviour.angle,MonoBehaviour.blendMode,MonoBehaviour.cornerColorLowerLeft,MonoBehaviour.cornerColorLowerRight,MonoBehaviour.cornerColorUpperLeft,MonoBehaviour.cornerColorUpperRight,MonoBehaviour.gradientType,MonoBehaviour.intensity,MonoBehaviour.linearColor1,MonoBehaviour.linearColor2,MonoBehaviour.linearGradient.atime0,MonoBehaviour.linearGradient.atime1,MonoBehaviour.linearGradient.atime2,MonoBehaviour.linearGradient.atime3,MonoBehaviour.linearGradient.atime4,MonoBehaviour.linearGradient.atime5,MonoBehaviour.linearGradient.atime6,MonoBehaviour.linearGradient.atime7,MonoBehaviour.linearGradient.ctime0,MonoBehaviour.linearGradient.ctime1,MonoBehaviour.linearGradient.ctime2,MonoBehaviour.linearGradient.ctime3,MonoBehaviour.linearGradient.ctime4,MonoBehaviour.linearGradient.ctime5,MonoBehaviour.linearGradient.ctime6,MonoBehaviour.linearGradient.ctime7,MonoBehaviour.linearGradient.key0,MonoBehaviour.linearGradient.key1,MonoBehaviour.linearGradient.key2,MonoBehaviour.linearGradient.key3,MonoBehaviour.linearGradient.key4,MonoBehaviour.linearGradient.key5,MonoBehaviour.linearGradient.key6,MonoBehaviour.linearGradient.key7,MonoBehaviour.linearGradient.m_ColorSpace,MonoBehaviour.linearGradient.m_Mode,MonoBehaviour.linearGradient.m_NumAlphaKeys,MonoBehaviour.linearGradient.m_NumColorKeys,MonoBehaviour.linearGradient.serializedVersion,MonoBehaviour.m_CorrespondingSourceObject,MonoBehaviour.m_CorrespondingSourceObject_fileID,MonoBehaviour.m_EditorHideFlags,MonoBehaviour.m_Enabled,MonoBehaviour.m_GameObject,MonoBehaviour.m_GameObject_fileID,MonoBehaviour.m_ObjectHideFlags,MonoBehaviour.m_PrefabAsset,MonoBehaviour.m_PrefabAsset_fileID,MonoBehaviour.m_PrefabInstance,MonoBehaviour.m_PrefabInstance_fileID,MonoBehaviour.m_Script,MonoBehaviour.m_Script_fileID,MonoBehaviour.m_Script_guid
LevelManager,Assets/GameObject/LevelManager.prefab,1771844f66abe677a32d54ceab8db201,1771844f66abe677a32d54ceab8db201,11500000,180,0,"{r: 0, g: 0, b: 1, a: 1}","{r: 0, g: 1, b: 0, a: 1}","{r: 1, g: 0, b: 0, a: 1}","{r: 1, g: 0.92156863, b: 0.015686275, a: 1}",0,1,"{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 1}","{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 0}",0,65535,0,0,0,0,0,0,0,32768,65535,0,0,0,0,0,"{r: 0.5137255, g: 0.227451, b: 0.7058824, a: 1}","{r: 0.9921569, g: 0.1137255, b: 0.1137255, a: 1}","{r: 0.9882353, g: 0.6901961, b: 0.2705882, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}",-1,0,2,3,2,{fileID: 0},0,0,1,{fileID: 1891549586895932},1891549586895932,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 11500000, guid: 1771844f66abe677a32d54ceab8db201, type: 3}",11500000,1771844f66abe677a32d54ceab8db201
LevelManager,Assets/GameObject/LevelManager.prefab,1771844f66abe677a32d54ceab8db201,1771844f66abe677a32d54ceab8db201,11500000,0,0,"{r: 0, g: 0, b: 1, a: 1}","{r: 0, g: 1, b: 0, a: 1}","{r: 1, g: 0, b: 0, a: 1}","{r: 1, g: 0.92156863, b: 0.015686275, a: 1}",0,1,"{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 1}","{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 0}",0,65535,0,0,0,0,0,0,0,32768,65535,0,0,0,0,0,"{r: 0.5137255, g: 0.227451, b: 0.7058824, a: 1}","{r: 0.9921569, g: 0.1137255, b: 0.1137255, a: 1}","{r: 0.9882353, g: 0.6901961, b: 0.2705882, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}",-1,0,2,3,2,{fileID: 0},0,0,1,{fileID: 1465868469870310},1465868469870310,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 11500000, guid: 1771844f66abe677a32d54ceab8db201, type: 3}",11500000,1771844f66abe677a32d54ceab8db201
LevelManager,Assets/GameObject/LevelManager.prefab,1771844f66abe677a32d54ceab8db201,1771844f66abe677a32d54ceab8db201,11500000,180,0,"{r: 0, g: 0, b: 1, a: 1}","{r: 0, g: 1, b: 0, a: 1}","{r: 1, g: 0, b: 0, a: 1}","{r: 1, g: 0.92156863, b: 0.015686275, a: 1}",0,1,"{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 1}","{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 0}",0,65535,0,0,0,0,0,0,0,32768,65535,0,0,0,0,0,"{r: 0.5137255, g: 0.227451, b: 0.7058824, a: 1}","{r: 0.9921569, g: 0.1137255, b: 0.1137255, a: 1}","{r: 0.9882353, g: 0.6901961, b: 0.2705882, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}",-1,0,2,3,2,{fileID: 0},0,0,1,{fileID: 1194853403045011},1194853403045011,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 11500000, guid: 1771844f66abe677a32d54ceab8db201, type: 3}",11500000,1771844f66abe677a32d54ceab8db201
LevelManager,Assets/GameObject/LevelManager.prefab,1771844f66abe677a32d54ceab8db201,1771844f66abe677a32d54ceab8db201,11500000,0,0,"{r: 0, g: 0, b: 1, a: 1}","{r: 0, g: 1, b: 0, a: 1}","{r: 1, g: 0, b: 0, a: 1}","{r: 1, g: 0.92156863, b: 0.015686275, a: 1}",0,1,"{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 1}","{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 0}",0,65535,0,0,0,0,0,0,0,32768,65535,0,0,0,0,0,"{r: 0.5137255, g: 0.227451, b: 0.7058824, a: 1}","{r: 0.9921569, g: 0.1137255, b: 0.1137255, a: 1}","{r: 0.9882353, g: 0.6901961, b: 0.2705882, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}",-1,0,2,3,2,{fileID: 0},0,0,1,{fileID: 1392302769028385},1392302769028385,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 11500000, guid: 1771844f66abe677a32d54ceab8db201, type: 3}",11500000,1771844f66abe677a32d54ceab8db201
LevelManager,Assets/GameObject/LevelManager.prefab,1771844f66abe677a32d54ceab8db201,1771844f66abe677a32d54ceab8db201,11500000,180,0,"{r: 0, g: 0, b: 1, a: 1}","{r: 0, g: 1, b: 0, a: 1}","{r: 1, g: 0, b: 0, a: 1}","{r: 1, g: 0.92156863, b: 0.015686275, a: 1}",0,1,"{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 1}","{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 0}",0,65535,0,0,0,0,0,0,0,32768,65535,0,0,0,0,0,"{r: 0.5137255, g: 0.227451, b: 0.7058824, a: 1}","{r: 0.9921569, g: 0.1137255, b: 0.1137255, a: 1}","{r: 0.9882353, g: 0.6901961, b: 0.2705882, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}",-1,0,2,3,2,{fileID: 0},0,0,1,{fileID: 1828234205128441},1828234205128441,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 11500000, guid: 1771844f66abe677a32d54ceab8db201, type: 3}",11500000,1771844f66abe677a32d54ceab8db201
LevelManager,Assets/GameObject/LevelManager.prefab,1771844f66abe677a32d54ceab8db201,1771844f66abe677a32d54ceab8db201,11500000,0,0,"{r: 0, g: 0, b: 1, a: 1}","{r: 0, g: 1, b: 0, a: 1}","{r: 1, g: 0, b: 0, a: 1}","{r: 1, g: 0.92156863, b: 0.015686275, a: 1}",0,1,"{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 1}","{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 0}",0,65535,0,0,0,0,0,0,0,32768,65535,0,0,0,0,0,"{r: 0.5137255, g: 0.227451, b: 0.7058824, a: 1}","{r: 0.9921569, g: 0.1137255, b: 0.1137255, a: 1}","{r: 0.9882353, g: 0.6901961, b: 0.2705882, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}",-1,0,2,3,2,{fileID: 0},0,0,1,{fileID: 1703733172159419},1703733172159419,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 11500000, guid: 1771844f66abe677a32d54ceab8db201, type: 3}",11500000,1771844f66abe677a32d54ceab8db201
LevelManager,Assets/GameObject/LevelManager.prefab,1771844f66abe677a32d54ceab8db201,1771844f66abe677a32d54ceab8db201,11500000,180,0,"{r: 0, g: 0, b: 1, a: 1}","{r: 0, g: 1, b: 0, a: 1}","{r: 1, g: 0, b: 0, a: 1}","{r: 1, g: 0.92156863, b: 0.015686275, a: 1}",0,1,"{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 1}","{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 0}",0,65535,0,0,0,0,0,0,0,32768,65535,0,0,0,0,0,"{r: 0.5137255, g: 0.227451, b: 0.7058824, a: 1}","{r: 0.9921569, g: 0.1137255, b: 0.1137255, a: 1}","{r: 0.9882353, g: 0.6901961, b: 0.2705882, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}",-1,0,2,3,2,{fileID: 0},0,0,1,{fileID: 1544182201258936},1544182201258936,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 11500000, guid: 1771844f66abe677a32d54ceab8db201, type: 3}",11500000,1771844f66abe677a32d54ceab8db201
LevelManager,Assets/GameObject/LevelManager.prefab,1771844f66abe677a32d54ceab8db201,1771844f66abe677a32d54ceab8db201,11500000,0,0,"{r: 0, g: 0, b: 1, a: 1}","{r: 0, g: 1, b: 0, a: 1}","{r: 1, g: 0, b: 0, a: 1}","{r: 1, g: 0.92156863, b: 0.015686275, a: 1}",0,1,"{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 1}","{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 0}",0,65535,0,0,0,0,0,0,0,32768,65535,0,0,0,0,0,"{r: 0.5137255, g: 0.227451, b: 0.7058824, a: 1}","{r: 0.9921569, g: 0.1137255, b: 0.1137255, a: 1}","{r: 0.9882353, g: 0.6901961, b: 0.2705882, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}",-1,0,2,3,2,{fileID: 0},0,0,1,{fileID: 1552519721258808},1552519721258808,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 11500000, guid: 1771844f66abe677a32d54ceab8db201, type: 3}",11500000,1771844f66abe677a32d54ceab8db201
LevelManager,Assets/GameObject/LevelManager.prefab,1771844f66abe677a32d54ceab8db201,1771844f66abe677a32d54ceab8db201,11500000,180,0,"{r: 0, g: 0, b: 1, a: 1}","{r: 0, g: 1, b: 0, a: 1}","{r: 1, g: 0, b: 0, a: 1}","{r: 1, g: 0.92156863, b: 0.015686275, a: 1}",0,1,"{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 1}","{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 0}",0,65535,0,0,0,0,0,0,0,32768,65535,0,0,0,0,0,"{r: 0.5137255, g: 0.227451, b: 0.7058824, a: 1}","{r: 0.9921569, g: 0.1137255, b: 0.1137255, a: 1}","{r: 0.9882353, g: 0.6901961, b: 0.2705882, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}",-1,0,2,3,2,{fileID: 0},0,0,1,{fileID: 1084428815811580},1084428815811580,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 11500000, guid: 1771844f66abe677a32d54ceab8db201, type: 3}",11500000,1771844f66abe677a32d54ceab8db201
LevelManager,Assets/GameObject/LevelManager.prefab,1771844f66abe677a32d54ceab8db201,1771844f66abe677a32d54ceab8db201,11500000,0,0,"{r: 0, g: 0, b: 1, a: 1}","{r: 0, g: 1, b: 0, a: 1}","{r: 1, g: 0, b: 0, a: 1}","{r: 1, g: 0.92156863, b: 0.015686275, a: 1}",0,1,"{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 1}","{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 0}",0,65535,0,0,0,0,0,0,0,32768,65535,0,0,0,0,0,"{r: 0.5137255, g: 0.227451, b: 0.7058824, a: 1}","{r: 0.9921569, g: 0.1137255, b: 0.1137255, a: 1}","{r: 0.9882353, g: 0.6901961, b: 0.2705882, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}",-1,0,2,3,2,{fileID: 0},0,0,1,{fileID: 1196970091722330},1196970091722330,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 11500000, guid: 1771844f66abe677a32d54ceab8db201, type: 3}",11500000,1771844f66abe677a32d54ceab8db201
LevelManager,Assets/GameObject/LevelManager.prefab,1771844f66abe677a32d54ceab8db201,1771844f66abe677a32d54ceab8db201,11500000,180,0,"{r: 0, g: 0, b: 1, a: 1}","{r: 0, g: 1, b: 0, a: 1}","{r: 1, g: 0, b: 0, a: 1}","{r: 1, g: 0.92156863, b: 0.015686275, a: 1}",0,1,"{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 1}","{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 0}",0,65535,0,0,0,0,0,0,0,32768,65535,0,0,0,0,0,"{r: 0.5137255, g: 0.227451, b: 0.7058824, a: 1}","{r: 0.9921569, g: 0.1137255, b: 0.1137255, a: 1}","{r: 0.9882353, g: 0.6901961, b: 0.2705882, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}",-1,0,2,3,2,{fileID: 0},0,0,1,{fileID: 1072961514386941},1072961514386941,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 11500000, guid: 1771844f66abe677a32d54ceab8db201, type: 3}",11500000,1771844f66abe677a32d54ceab8db201
LevelManager,Assets/GameObject/LevelManager.prefab,1771844f66abe677a32d54ceab8db201,1771844f66abe677a32d54ceab8db201,11500000,0,0,"{r: 0, g: 0, b: 1, a: 1}","{r: 0, g: 1, b: 0, a: 1}","{r: 1, g: 0, b: 0, a: 1}","{r: 1, g: 0.92156863, b: 0.015686275, a: 1}",0,1,"{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 1}","{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 0}",0,65535,0,0,0,0,0,0,0,32768,65535,0,0,0,0,0,"{r: 0.5137255, g: 0.227451, b: 0.7058824, a: 1}","{r: 0.9921569, g: 0.1137255, b: 0.1137255, a: 1}","{r: 0.9882353, g: 0.6901961, b: 0.2705882, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}",-1,0,2,3,2,{fileID: 0},0,0,1,{fileID: 1780509128005001},1780509128005001,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 11500000, guid: 1771844f66abe677a32d54ceab8db201, type: 3}",11500000,1771844f66abe677a32d54ceab8db201
LevelManager,Assets/GameObject/LevelManager.prefab,1771844f66abe677a32d54ceab8db201,1771844f66abe677a32d54ceab8db201,11500000,180,0,"{r: 0, g: 0, b: 1, a: 1}","{r: 0, g: 1, b: 0, a: 1}","{r: 1, g: 0, b: 0, a: 1}","{r: 1, g: 0.92156863, b: 0.015686275, a: 1}",0,1,"{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 1}","{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 0}",0,65535,0,0,0,0,0,0,0,32768,65535,0,0,0,0,0,"{r: 0.5137255, g: 0.227451, b: 0.7058824, a: 1}","{r: 0.9921569, g: 0.1137255, b: 0.1137255, a: 1}","{r: 0.9882353, g: 0.6901961, b: 0.2705882, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}",-1,0,2,3,2,{fileID: 0},0,0,1,{fileID: 1537257045053255},1537257045053255,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 11500000, guid: 1771844f66abe677a32d54ceab8db201, type: 3}",11500000,1771844f66abe677a32d54ceab8db201
LevelManager,Assets/GameObject/LevelManager.prefab,1771844f66abe677a32d54ceab8db201,1771844f66abe677a32d54ceab8db201,11500000,0,0,"{r: 0, g: 0, b: 1, a: 1}","{r: 0, g: 1, b: 0, a: 1}","{r: 1, g: 0, b: 0, a: 1}","{r: 1, g: 0.92156863, b: 0.015686275, a: 1}",0,1,"{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 1}","{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 0}",0,65535,0,0,0,0,0,0,0,32768,65535,0,0,0,0,0,"{r: 0.5137255, g: 0.227451, b: 0.7058824, a: 1}","{r: 0.9921569, g: 0.1137255, b: 0.1137255, a: 1}","{r: 0.9882353, g: 0.6901961, b: 0.2705882, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}",-1,0,2,3,2,{fileID: 0},0,0,1,{fileID: 1286383931079842},1286383931079842,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 11500000, guid: 1771844f66abe677a32d54ceab8db201, type: 3}",11500000,1771844f66abe677a32d54ceab8db201
LevelManager,Assets/GameObject/LevelManager.prefab,1771844f66abe677a32d54ceab8db201,1771844f66abe677a32d54ceab8db201,11500000,180,0,"{r: 0, g: 0, b: 1, a: 1}","{r: 0, g: 1, b: 0, a: 1}","{r: 1, g: 0, b: 0, a: 1}","{r: 1, g: 0.92156863, b: 0.015686275, a: 1}",0,1,"{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 1}","{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 0}",0,65535,0,0,0,0,0,0,0,32768,65535,0,0,0,0,0,"{r: 0.5137255, g: 0.227451, b: 0.7058824, a: 1}","{r: 0.9921569, g: 0.1137255, b: 0.1137255, a: 1}","{r: 0.9882353, g: 0.6901961, b: 0.2705882, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}",-1,0,2,3,2,{fileID: 0},0,0,1,{fileID: 1826194292005933},1826194292005933,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 11500000, guid: 1771844f66abe677a32d54ceab8db201, type: 3}",11500000,1771844f66abe677a32d54ceab8db201
LevelManager,Assets/GameObject/LevelManager.prefab,1771844f66abe677a32d54ceab8db201,1771844f66abe677a32d54ceab8db201,11500000,0,0,"{r: 0, g: 0, b: 1, a: 1}","{r: 0, g: 1, b: 0, a: 1}","{r: 1, g: 0, b: 0, a: 1}","{r: 1, g: 0.92156863, b: 0.015686275, a: 1}",0,1,"{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 1}","{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 0}",0,65535,0,0,0,0,0,0,0,32768,65535,0,0,0,0,0,"{r: 0.5137255, g: 0.227451, b: 0.7058824, a: 1}","{r: 0.9921569, g: 0.1137255, b: 0.1137255, a: 1}","{r: 0.9882353, g: 0.6901961, b: 0.2705882, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}",-1,0,2,3,2,{fileID: 0},0,0,1,{fileID: 1249091727679270},1249091727679270,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 11500000, guid: 1771844f66abe677a32d54ceab8db201, type: 3}",11500000,1771844f66abe677a32d54ceab8db201
LevelManager,Assets/GameObject/LevelManager.prefab,1771844f66abe677a32d54ceab8db201,1771844f66abe677a32d54ceab8db201,11500000,180,0,"{r: 0, g: 0, b: 1, a: 1}","{r: 0, g: 1, b: 0, a: 1}","{r: 1, g: 0, b: 0, a: 1}","{r: 1, g: 0.92156863, b: 0.015686275, a: 1}",0,1,"{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 1}","{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 0}",0,65535,0,0,0,0,0,0,0,32768,65535,0,0,0,0,0,"{r: 0.5137255, g: 0.227451, b: 0.7058824, a: 1}","{r: 0.9921569, g: 0.1137255, b: 0.1137255, a: 1}","{r: 0.9882353, g: 0.6901961, b: 0.2705882, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}",-1,0,2,3,2,{fileID: 0},0,0,1,{fileID: 1582892782481211},1582892782481211,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 11500000, guid: 1771844f66abe677a32d54ceab8db201, type: 3}",11500000,1771844f66abe677a32d54ceab8db201
LevelManager,Assets/GameObject/LevelManager.prefab,1771844f66abe677a32d54ceab8db201,1771844f66abe677a32d54ceab8db201,11500000,0,0,"{r: 0, g: 0, b: 1, a: 1}","{r: 0, g: 1, b: 0, a: 1}","{r: 1, g: 0, b: 0, a: 1}","{r: 1, g: 0.92156863, b: 0.015686275, a: 1}",0,1,"{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 1}","{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 0}",0,65535,0,0,0,0,0,0,0,32768,65535,0,0,0,0,0,"{r: 0.5137255, g: 0.227451, b: 0.7058824, a: 1}","{r: 0.9921569, g: 0.1137255, b: 0.1137255, a: 1}","{r: 0.9882353, g: 0.6901961, b: 0.2705882, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}",-1,0,2,3,2,{fileID: 0},0,0,1,{fileID: 1499470617637098},1499470617637098,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 11500000, guid: 1771844f66abe677a32d54ceab8db201, type: 3}",11500000,1771844f66abe677a32d54ceab8db201
LevelManager,Assets/GameObject/LevelManager.prefab,1771844f66abe677a32d54ceab8db201,1771844f66abe677a32d54ceab8db201,11500000,180,0,"{r: 0, g: 0, b: 1, a: 1}","{r: 0, g: 1, b: 0, a: 1}","{r: 1, g: 0, b: 0, a: 1}","{r: 1, g: 0.92156863, b: 0.015686275, a: 1}",0,1,"{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 1}","{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 0}",0,65535,0,0,0,0,0,0,0,32768,65535,0,0,0,0,0,"{r: 0.5137255, g: 0.227451, b: 0.7058824, a: 1}","{r: 0.9921569, g: 0.1137255, b: 0.1137255, a: 1}","{r: 0.9882353, g: 0.6901961, b: 0.2705882, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}",-1,0,2,3,2,{fileID: 0},0,0,1,{fileID: 1251243859728250},1251243859728250,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 11500000, guid: 1771844f66abe677a32d54ceab8db201, type: 3}",11500000,1771844f66abe677a32d54ceab8db201
LevelManager,Assets/GameObject/LevelManager.prefab,1771844f66abe677a32d54ceab8db201,1771844f66abe677a32d54ceab8db201,11500000,0,0,"{r: 0, g: 0, b: 1, a: 1}","{r: 0, g: 1, b: 0, a: 1}","{r: 1, g: 0, b: 0, a: 1}","{r: 1, g: 0.92156863, b: 0.015686275, a: 1}",0,1,"{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 1}","{r: 0.9725491, g: 0.9490197, b: 0.9176471, a: 0}",0,65535,0,0,0,0,0,0,0,32768,65535,0,0,0,0,0,"{r: 0.5137255, g: 0.227451, b: 0.7058824, a: 1}","{r: 0.9921569, g: 0.1137255, b: 0.1137255, a: 1}","{r: 0.9882353, g: 0.6901961, b: 0.2705882, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}","{r: 0, g: 0, b: 0, a: 0}",-1,0,2,3,2,{fileID: 0},0,0,1,{fileID: 1617525060273882},1617525060273882,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 11500000, guid: 1771844f66abe677a32d54ceab8db201, type: 3}",11500000,1771844f66abe677a32d54ceab8db201
