_ObjectName,_SourceFile,_Script,_ScriptGUID,_ScriptFileID,MonoBehaviour.center,MonoBehaviour.circleRadius,MonoBehaviour.circleResolution,MonoBehaviour.cutsAddedGeom,MonoBehaviour.detailedGizmos,MonoBehaviour.drawGizmos,MonoBehaviour.graphMask.value,MonoBehaviour.height,MonoBehaviour.isDual,MonoBehaviour.m_CorrespondingSourceObject,MonoBehaviour.m_CorrespondingSourceObject_fileID,MonoBehaviour.m_EditorHideFlags,MonoBehaviour.m_Enabled,MonoBehaviour.m_GameObject,MonoBehaviour.m_GameObject_fileID,MonoBehaviour.m_ObjectHideFlags,MonoBehaviour.m_PrefabAsset,MonoBehaviour.m_PrefabAsset_fileID,MonoBehaviour.m_PrefabInstance,MonoBehaviour.m_PrefabInstance_fileID,MonoBehaviour.m_Script,MonoBehaviour.m_Script_fileID,MonoBehaviour.m_Script_guid,MonoBehaviour.m_Script_path,MonoBehaviour.mask.m_Bits,MonoBehaviour.mask.serializedVersion,MonoBehaviour.mesh,MonoBehaviour.meshScale,MonoBehaviour.mesh_fileID,MonoBehaviour.quality,MonoBehaviour.radiusExpansionMode,MonoBehaviour.raycastOffset,MonoBehaviour.rectangleSize,MonoBehaviour.startEndModifier.addPoints,MonoBehaviour.startEndModifier.exactEndPoint,MonoBehaviour.startEndModifier.exactStartPoint,MonoBehaviour.startEndModifier.mask.m_Bits,MonoBehaviour.startEndModifier.mask.serializedVersion,MonoBehaviour.startEndModifier.useGraphRaycasting,MonoBehaviour.startEndModifier.useRaycasting,MonoBehaviour.tagPenalties,MonoBehaviour.thickRaycast,MonoBehaviour.thickRaycastRadius,MonoBehaviour.traversableTags,MonoBehaviour.type,MonoBehaviour.updateDistance,MonoBehaviour.updateRotationDistance,MonoBehaviour.use2DPhysics,MonoBehaviour.useGraphRaycasting,MonoBehaviour.useRaycasting,MonoBehaviour.useRotationAndScale,MonoBehaviour.version
AIController_Melee_Pet,Assets/GameObject/AIController_Melee_Pet.prefab,AstarPathfindingProject,a3825d626d49b4e8366365dfd9c12e64,-1473830303,,,,,,,,,,{fileID: 0},0,0,1,{fileID: 1598377307438932},1598377307438932,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -1473830303, guid: a3825d626d49b4e8366365dfd9c12e64, type: 3}",-1473830303,a3825d626d49b4e8366365dfd9c12e64,Assets/Plugins/AstarPathfindingProject.dll,4294967295,2,,,,1,,"{x: 0, y: 0, z: 0}",,,,,,,,,,0,0,,,,,0,1,0,,1073741824
AIController_Melee,Assets/GameObject/AIController_Melee.prefab,AstarPathfindingProject,a3825d626d49b4e8366365dfd9c12e64,1526319846,,,,,0,1,-1,,,{fileID: 0},0,0,1,{fileID: 1809902986430653},1809902986430653,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 1526319846, guid: a3825d626d49b4e8366365dfd9c12e64, type: 3}",1526319846,a3825d626d49b4e8366365dfd9c12e64,Assets/Plugins/AstarPathfindingProject.dll,,,,,,,,,,0,3,3,4294967295,2,0,0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,-1,,,,,,,,1073741824
AIController_Melee,Assets/GameObject/AIController_Melee.prefab,AstarPathfindingProject,a3825d626d49b4e8366365dfd9c12e64,-1473830303,,,,,,,,,,{fileID: 0},0,0,1,{fileID: 1809902986430653},1809902986430653,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -1473830303, guid: a3825d626d49b4e8366365dfd9c12e64, type: 3}",-1473830303,a3825d626d49b4e8366365dfd9c12e64,Assets/Plugins/AstarPathfindingProject.dll,4294967295,2,,,,1,,"{x: 0, y: 0, z: 0}",,,,,,,,,,0,0,,,,,0,1,0,,1073741824
AIController_Merchant_Myst,Assets/GameObject/AIController_Merchant_Myst.prefab,AstarPathfindingProject,a3825d626d49b4e8366365dfd9c12e64,1526319846,,,,,0,1,-1,,,{fileID: 0},0,0,1,{fileID: 1051960751313109},1051960751313109,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 1526319846, guid: a3825d626d49b4e8366365dfd9c12e64, type: 3}",1526319846,a3825d626d49b4e8366365dfd9c12e64,Assets/Plugins/AstarPathfindingProject.dll,,,,,,,,,,0,3,3,4294967295,2,0,0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,-1,,,,,,,,1073741824
AIController_Merchant_Myst,Assets/GameObject/AIController_Merchant_Myst.prefab,AstarPathfindingProject,a3825d626d49b4e8366365dfd9c12e64,-1473830303,,,,,,,,,,{fileID: 0},0,0,1,{fileID: 1051960751313109},1051960751313109,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -1473830303, guid: a3825d626d49b4e8366365dfd9c12e64, type: 3}",-1473830303,a3825d626d49b4e8366365dfd9c12e64,Assets/Plugins/AstarPathfindingProject.dll,4294967295,2,,,,1,,"{x: 0, y: 0, z: 0}",,,,,,,,,,0,0,,,,,0,1,0,,1073741824
Building_WorkbenchAdvance,Assets/GameObject/Building_WorkbenchAdvance.prefab,AstarPathfindingProject,a3825d626d49b4e8366365dfd9c12e64,-1832252189,"{x: 0, y: 0, z: 0}",1,6,1,,,-1,1,0,{fileID: 0},0,0,1,{fileID: 1179766712662402},1179766712662402,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -1832252189, guid: a3825d626d49b4e8366365dfd9c12e64, type: 3}",-1832252189,a3825d626d49b4e8366365dfd9c12e64,Assets/Plugins/AstarPathfindingProject.dll,,,{fileID: 0},1,0,,1,,"{x: 1, y: 2.5}",,,,,,,,,,,,3,0.4,10,,,,0,1073741824
PetAIController,Assets/GameObject/PetAIController.prefab,AstarPathfindingProject,a3825d626d49b4e8366365dfd9c12e64,1526319846,,,,,0,1,-1,,,{fileID: 0},0,0,1,{fileID: 1681552024048139},1681552024048139,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 1526319846, guid: a3825d626d49b4e8366365dfd9c12e64, type: 3}",1526319846,a3825d626d49b4e8366365dfd9c12e64,Assets/Plugins/AstarPathfindingProject.dll,,,,,,,,,,0,3,3,4294967295,2,0,0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,-1,,,,,,,,1073741824
PetAIController,Assets/GameObject/PetAIController.prefab,AstarPathfindingProject,a3825d626d49b4e8366365dfd9c12e64,-1473830303,,,,,,,,,,{fileID: 0},0,0,1,{fileID: 1681552024048139},1681552024048139,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -1473830303, guid: a3825d626d49b4e8366365dfd9c12e64, type: 3}",-1473830303,a3825d626d49b4e8366365dfd9c12e64,Assets/Plugins/AstarPathfindingProject.dll,4294967295,2,,,,1,,"{x: 0, y: 0, z: 0}",,,,,,,,,,0,0,,,,,0,1,0,,1073741824
MinWeapon 1,Assets/GameObject/MinWeapon 1.prefab,AstarPathfindingProject,a3825d626d49b4e8366365dfd9c12e64,-1832252189,"{x: 0, y: 0, z: 0}",1,6,1,,,-1,1,0,{fileID: 0},0,0,1,{fileID: 1956101830133893},1956101830133893,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -1832252189, guid: a3825d626d49b4e8366365dfd9c12e64, type: 3}",-1832252189,a3825d626d49b4e8366365dfd9c12e64,Assets/Plugins/AstarPathfindingProject.dll,,,{fileID: 0},1,0,,1,,"{x: 4.46, y: 6.27}",,,,,,,,,,,,3,0.4,10,,,,0,1073741824
Grenade_DynamiteMulti,Assets/GameObject/Grenade_DynamiteMulti.prefab,AstarPathfindingProject,a3825d626d49b4e8366365dfd9c12e64,-1832252189,"{x: 0, y: 0, z: 0}",3,6,1,,,-1,1,0,{fileID: 0},0,0,1,{fileID: 1896419013046133},1896419013046133,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -1832252189, guid: a3825d626d49b4e8366365dfd9c12e64, type: 3}",-1832252189,a3825d626d49b4e8366365dfd9c12e64,Assets/Plugins/AstarPathfindingProject.dll,,,{fileID: 0},1,0,,1,,"{x: 1, y: 1}",,,,,,,,,,,,4,0.4,10,,,,0,1073741824
AIController_UltraMan,Assets/GameObject/AIController_UltraMan.prefab,AstarPathfindingProject,a3825d626d49b4e8366365dfd9c12e64,1526319846,,,,,0,1,-1,,,{fileID: 0},0,0,1,{fileID: 1031664406227034},1031664406227034,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 1526319846, guid: a3825d626d49b4e8366365dfd9c12e64, type: 3}",1526319846,a3825d626d49b4e8366365dfd9c12e64,Assets/Plugins/AstarPathfindingProject.dll,,,,,,,,,,0,3,3,4294967295,2,0,0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,-1,,,,,,,,1073741824
AIController_UltraMan,Assets/GameObject/AIController_UltraMan.prefab,AstarPathfindingProject,a3825d626d49b4e8366365dfd9c12e64,-1473830303,,,,,,,,,,{fileID: 0},0,0,1,{fileID: 1031664406227034},1031664406227034,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -1473830303, guid: a3825d626d49b4e8366365dfd9c12e64, type: 3}",-1473830303,a3825d626d49b4e8366365dfd9c12e64,Assets/Plugins/AstarPathfindingProject.dll,4294967295,2,,,,1,,"{x: 0, y: 0, z: 0}",,,,,,,,,,0,0,,,,,0,1,0,,1073741824
Grenade_One,Assets/GameObject/Grenade_One.prefab,AstarPathfindingProject,a3825d626d49b4e8366365dfd9c12e64,-1832252189,"{x: 0, y: 0, z: 0}",3,6,1,,,-1,1,0,{fileID: 0},0,0,1,{fileID: 1695846030752202},1695846030752202,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -1832252189, guid: a3825d626d49b4e8366365dfd9c12e64, type: 3}",-1832252189,a3825d626d49b4e8366365dfd9c12e64,Assets/Plugins/AstarPathfindingProject.dll,,,{fileID: 0},1,0,,1,,"{x: 1, y: 1}",,,,,,,,,,,,4,0.4,10,,,,0,1073741824
Grenade_ShitBall,Assets/GameObject/Grenade_ShitBall.prefab,AstarPathfindingProject,a3825d626d49b4e8366365dfd9c12e64,-1832252189,"{x: 0, y: 0, z: 0}",3,6,1,,,-1,1,0,{fileID: 0},0,0,1,{fileID: 1219623484861863},1219623484861863,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -1832252189, guid: a3825d626d49b4e8366365dfd9c12e64, type: 3}",-1832252189,a3825d626d49b4e8366365dfd9c12e64,Assets/Plugins/AstarPathfindingProject.dll,,,{fileID: 0},1,0,,1,,"{x: 1, y: 1}",,,,,,,,,,,,4,0.4,10,,,,0,1073741824
BasementAIController,Assets/GameObject/BasementAIController.prefab,AstarPathfindingProject,a3825d626d49b4e8366365dfd9c12e64,1526319846,,,,,0,1,-1,,,{fileID: 0},0,0,1,{fileID: 1526485663367097},1526485663367097,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 1526319846, guid: a3825d626d49b4e8366365dfd9c12e64, type: 3}",1526319846,a3825d626d49b4e8366365dfd9c12e64,Assets/Plugins/AstarPathfindingProject.dll,,,,,,,,,,0,3,3,4294967295,2,0,0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,-1,,,,,,,,1073741824
BasementAIController,Assets/GameObject/BasementAIController.prefab,AstarPathfindingProject,a3825d626d49b4e8366365dfd9c12e64,-1473830303,,,,,,,,,,{fileID: 0},0,0,1,{fileID: 1526485663367097},1526485663367097,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -1473830303, guid: a3825d626d49b4e8366365dfd9c12e64, type: 3}",-1473830303,a3825d626d49b4e8366365dfd9c12e64,Assets/Plugins/AstarPathfindingProject.dll,4294967295,2,,,,1,,"{x: 0, y: 0, z: 0}",,,,,,,,,,0,0,,,,,0,1,0,,1073741824
Building_MedicStation,Assets/GameObject/Building_MedicStation.prefab,AstarPathfindingProject,a3825d626d49b4e8366365dfd9c12e64,-1832252189,"{x: 0, y: 0, z: 0}",1,6,1,,,-1,1,0,{fileID: 0},0,0,1,{fileID: 1050473257913489},1050473257913489,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -1832252189, guid: a3825d626d49b4e8366365dfd9c12e64, type: 3}",-1832252189,a3825d626d49b4e8366365dfd9c12e64,Assets/Plugins/AstarPathfindingProject.dll,,,{fileID: 0},1,0,,1,,"{x: 1.46, y: 2.66}",,,,,,,,,,,,3,0.4,10,,,,0,1073741824
Building_FoodTable,Assets/GameObject/Building_FoodTable.prefab,AstarPathfindingProject,a3825d626d49b4e8366365dfd9c12e64,-1832252189,"{x: 0, y: 0, z: 0}",1,6,1,,,-1,1,0,{fileID: 0},0,0,1,{fileID: 1856649671644241},1856649671644241,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -1832252189, guid: a3825d626d49b4e8366365dfd9c12e64, type: 3}",-1832252189,a3825d626d49b4e8366365dfd9c12e64,Assets/Plugins/AstarPathfindingProject.dll,,,{fileID: 0},1,0,,1,,"{x: 1.66, y: 1}",,,,,,,,,,,,3,0.4,10,,,,0,1073741824
AIController_RotateShoot,Assets/GameObject/AIController_RotateShoot.prefab,AstarPathfindingProject,a3825d626d49b4e8366365dfd9c12e64,1526319846,,,,,0,1,-1,,,{fileID: 0},0,0,1,{fileID: 1555939200156470},1555939200156470,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 1526319846, guid: a3825d626d49b4e8366365dfd9c12e64, type: 3}",1526319846,a3825d626d49b4e8366365dfd9c12e64,Assets/Plugins/AstarPathfindingProject.dll,,,,,,,,,,0,3,3,4294967295,2,0,0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,-1,,,,,,,,1073741824
AIController_RotateShoot,Assets/GameObject/AIController_RotateShoot.prefab,AstarPathfindingProject,a3825d626d49b4e8366365dfd9c12e64,-1473830303,,,,,,,,,,{fileID: 0},0,0,1,{fileID: 1555939200156470},1555939200156470,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -1473830303, guid: a3825d626d49b4e8366365dfd9c12e64, type: 3}",-1473830303,a3825d626d49b4e8366365dfd9c12e64,Assets/Plugins/AstarPathfindingProject.dll,4294967295,2,,,,1,,"{x: 0, y: 0, z: 0}",,,,,,,,,,0,0,,,,,0,1,0,,1073741824
AIControllerTemplate,Assets/GameObject/AIControllerTemplate.prefab,AstarPathfindingProject,a3825d626d49b4e8366365dfd9c12e64,1526319846,,,,,0,1,-1,,,{fileID: 0},0,0,1,{fileID: 1270576571964214},1270576571964214,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 1526319846, guid: a3825d626d49b4e8366365dfd9c12e64, type: 3}",1526319846,a3825d626d49b4e8366365dfd9c12e64,Assets/Plugins/AstarPathfindingProject.dll,,,,,,,,,,0,3,3,4294967295,2,0,0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,-1,,,,,,,,1073741824
AIControllerTemplate,Assets/GameObject/AIControllerTemplate.prefab,AstarPathfindingProject,a3825d626d49b4e8366365dfd9c12e64,-1473830303,,,,,,,,,,{fileID: 0},0,0,1,{fileID: 1270576571964214},1270576571964214,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -1473830303, guid: a3825d626d49b4e8366365dfd9c12e64, type: 3}",-1473830303,a3825d626d49b4e8366365dfd9c12e64,Assets/Plugins/AstarPathfindingProject.dll,4294967295,2,,,,1,,"{x: 0, y: 0, z: 0}",,,,,,,,,,0,0,,,,,0,1,0,,1073741824
Building_GamingCenter,Assets/GameObject/Building_GamingCenter.prefab,AstarPathfindingProject,a3825d626d49b4e8366365dfd9c12e64,-1832252189,"{x: 0, y: 0, z: 0}",1,6,1,,,-1,1,0,{fileID: 0},0,0,1,{fileID: 1723739985951068},1723739985951068,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -1832252189, guid: a3825d626d49b4e8366365dfd9c12e64, type: 3}",-1832252189,a3825d626d49b4e8366365dfd9c12e64,Assets/Plugins/AstarPathfindingProject.dll,,,{fileID: 0},1,0,,1,,"{x: 1.66, y: 1}",,,,,,,,,,,,3,0.4,10,,,,0,1073741824
Building_TeleportMachine,Assets/GameObject/Building_TeleportMachine.prefab,AstarPathfindingProject,a3825d626d49b4e8366365dfd9c12e64,-1832252189,"{x: 0, y: 0, z: 0}",1,6,1,,,-1,1,0,{fileID: 0},0,0,1,{fileID: 1641213619961320},1641213619961320,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -1832252189, guid: a3825d626d49b4e8366365dfd9c12e64, type: 3}",-1832252189,a3825d626d49b4e8366365dfd9c12e64,Assets/Plugins/AstarPathfindingProject.dll,,,{fileID: 0},1,0,,1,,"{x: 5, y: 5}",,,,,,,,,,,,3,0.4,10,,,,0,1073741824
Building_Formula,Assets/GameObject/Building_Formula.prefab,AstarPathfindingProject,a3825d626d49b4e8366365dfd9c12e64,-1832252189,"{x: 0, y: 0, z: 0}",1,6,1,,,-1,1,0,{fileID: 0},0,0,1,{fileID: 1491291402396329},1491291402396329,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -1832252189, guid: a3825d626d49b4e8366365dfd9c12e64, type: 3}",-1832252189,a3825d626d49b4e8366365dfd9c12e64,Assets/Plugins/AstarPathfindingProject.dll,,,{fileID: 0},1,0,,1,,"{x: 1, y: 1}",,,,,,,,,,,,3,0.4,10,,,,0,1073741824
Building_MiningMachine,Assets/GameObject/Building_MiningMachine.prefab,AstarPathfindingProject,a3825d626d49b4e8366365dfd9c12e64,-1832252189,"{x: 0, y: 0, z: 0}",1,6,1,,,-1,1,0,{fileID: 0},0,0,1,{fileID: 1087834183807454},1087834183807454,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -1832252189, guid: a3825d626d49b4e8366365dfd9c12e64, type: 3}",-1832252189,a3825d626d49b4e8366365dfd9c12e64,Assets/Plugins/AstarPathfindingProject.dll,,,{fileID: 0},1,0,,1,,"{x: 3.84, y: 1}",,,,,,,,,,,,3,0.4,10,,,,0,1073741824
Grenade_Dynamite,Assets/GameObject/Grenade_Dynamite.prefab,AstarPathfindingProject,a3825d626d49b4e8366365dfd9c12e64,-1832252189,"{x: 0, y: 0, z: 0}",2.5,6,1,,,-1,1,0,{fileID: 0},0,0,1,{fileID: 1173558021747175},1173558021747175,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -1832252189, guid: a3825d626d49b4e8366365dfd9c12e64, type: 3}",-1832252189,a3825d626d49b4e8366365dfd9c12e64,Assets/Plugins/AstarPathfindingProject.dll,,,{fileID: 0},1,0,,1,,"{x: 1, y: 1}",,,,,,,,,,,,4,0.4,10,,,,0,1073741824
