_ObjectName,_SourceFile,_Script,_ScriptGUID,_ScriptFileID,MonoBehaviour.angleLimit,MonoBehaviour.baseLodFactor,MonoBehaviour.castShadows,MonoBehaviour.clumpCount,MonoBehaviour.clumpLimitNoiseVariation,MonoBehaviour.clumpPercentage,MonoBehaviour.colliderInfluence,MonoBehaviour.customRenderingMaterial,MonoBehaviour.customRenderingMaterial_fileID,MonoBehaviour.density,MonoBehaviour.densityScale,MonoBehaviour.direction,MonoBehaviour.flatten,MonoBehaviour.growDirection,MonoBehaviour.growDirectionBySurfaceNormal,MonoBehaviour.limpness,MonoBehaviour.lodFalloffExponent,MonoBehaviour.lodScale,MonoBehaviour.lowerArc,MonoBehaviour.m_Active,MonoBehaviour.m_CorrespondingSourceObject,MonoBehaviour.m_CorrespondingSourceObject_fileID,MonoBehaviour.m_EditorHideFlags,MonoBehaviour.m_Enabled,MonoBehaviour.m_GameObject,MonoBehaviour.m_GameObject_fileID,MonoBehaviour.m_Name,MonoBehaviour.m_ObjectHideFlags,MonoBehaviour.m_PrefabAsset,MonoBehaviour.m_PrefabAsset_fileID,MonoBehaviour.m_PrefabInstance,MonoBehaviour.m_PrefabInstance_fileID,MonoBehaviour.m_Script,MonoBehaviour.m_Script_fileID,MonoBehaviour.m_Script_guid,MonoBehaviour.m_Script_path,MonoBehaviour.maxBakesPerFrame,MonoBehaviour.minimalHeight,MonoBehaviour.noAlphaToCoverage,MonoBehaviour.noiseLayer0.angle,MonoBehaviour.noiseLayer0.color,MonoBehaviour.noiseLayer0.colorInfluence,MonoBehaviour.noiseLayer0.disable,MonoBehaviour.noiseLayer0.height,MonoBehaviour.noiseLayer0.offset,MonoBehaviour.noiseLayer0.skew,MonoBehaviour.noiseLayer0.solo,MonoBehaviour.noiseLayer0.texture,MonoBehaviour.noiseLayer0.texture_fileID,MonoBehaviour.noiseLayer0.texture_guid,MonoBehaviour.noiseLayer0.texture_path,MonoBehaviour.noiseLayer0.thickness,MonoBehaviour.noiseLayer0.tiling,MonoBehaviour.noiseLayer0.valueOffset,MonoBehaviour.noiseLayer0.valueScale,MonoBehaviour.noiseLayer1.angle,MonoBehaviour.noiseLayer1.color,MonoBehaviour.noiseLayer1.colorInfluence,MonoBehaviour.noiseLayer1.disable,MonoBehaviour.noiseLayer1.height,MonoBehaviour.noiseLayer1.offset,MonoBehaviour.noiseLayer1.skew,MonoBehaviour.noiseLayer1.solo,MonoBehaviour.noiseLayer1.texture,MonoBehaviour.noiseLayer1.texture_fileID,MonoBehaviour.noiseLayer1.texture_guid,MonoBehaviour.noiseLayer1.texture_path,MonoBehaviour.noiseLayer1.thickness,MonoBehaviour.noiseLayer1.tiling,MonoBehaviour.noiseLayer1.valueOffset,MonoBehaviour.noiseLayer1.valueScale,MonoBehaviour.noiseLayer2.angle,MonoBehaviour.noiseLayer2.color,MonoBehaviour.noiseLayer2.colorInfluence,MonoBehaviour.noiseLayer2.disable,MonoBehaviour.noiseLayer2.height,MonoBehaviour.noiseLayer2.offset,MonoBehaviour.noiseLayer2.skew,MonoBehaviour.noiseLayer2.solo,MonoBehaviour.noiseLayer2.texture,MonoBehaviour.noiseLayer2.texture_fileID,MonoBehaviour.noiseLayer2.texture_guid,MonoBehaviour.noiseLayer2.texture_path,MonoBehaviour.noiseLayer2.thickness,MonoBehaviour.noiseLayer2.tiling,MonoBehaviour.noiseLayer2.valueOffset,MonoBehaviour.noiseLayer2.valueScale,MonoBehaviour.noiseLayer3.angle,MonoBehaviour.noiseLayer3.color,MonoBehaviour.noiseLayer3.colorInfluence,MonoBehaviour.noiseLayer3.disable,MonoBehaviour.noiseLayer3.height,MonoBehaviour.noiseLayer3.offset,MonoBehaviour.noiseLayer3.skew,MonoBehaviour.noiseLayer3.solo,MonoBehaviour.noiseLayer3.texture,MonoBehaviour.noiseLayer3.texture_fileID,MonoBehaviour.noiseLayer3.texture_guid,MonoBehaviour.noiseLayer3.texture_path,MonoBehaviour.noiseLayer3.thickness,MonoBehaviour.noiseLayer3.tiling,MonoBehaviour.noiseLayer3.valueOffset,MonoBehaviour.noiseLayer3.valueScale,MonoBehaviour.noiseTexture0,MonoBehaviour.noiseTexture0_fileID,MonoBehaviour.noiseTexture0_guid,MonoBehaviour.noiseTexture0_path,MonoBehaviour.noiseTexture1,MonoBehaviour.noiseTexture1_fileID,MonoBehaviour.noiseTexture1_guid,MonoBehaviour.noiseTexture1_path,MonoBehaviour.noiseTexture2,MonoBehaviour.noiseTexture2_fileID,MonoBehaviour.noiseTexture2_guid,MonoBehaviour.noiseTexture2_path,MonoBehaviour.noiseTexture3,MonoBehaviour.noiseTexture3_fileID,MonoBehaviour.noiseTexture3_guid,MonoBehaviour.noiseTexture3_path,MonoBehaviour.occlusionByHeight,MonoBehaviour.patchSize,MonoBehaviour.proceduralShapeBlend,MonoBehaviour.radius,MonoBehaviour.scruffiness,MonoBehaviour.smoothness,MonoBehaviour.speed,MonoBehaviour.stemColor,MonoBehaviour.stemGenerate,MonoBehaviour.stemThicknessRatio,MonoBehaviour.strength,MonoBehaviour.texture,MonoBehaviour.textureUvLayout,MonoBehaviour.texture_fileID,MonoBehaviour.tipRounding,MonoBehaviour.twirl,MonoBehaviour.upperArc,MonoBehaviour.windIntensityScale,MonoBehaviour.windPivotOffset
0_CharacterModel_Custom_Enemy _Boss_Speedy,Assets/GameObject/0_CharacterModel_Custom_Enemy _Boss_Speedy.prefab,SymmetryBreak.TastyGrassShader,c49ccffa26c9e0bf872e3f5fb6043e05,-36304561,,,,,,,,,,,,,,,,,,,,,{fileID: 0},0,0,1,{fileID: 1481439813977893},1481439813977893,,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -36304561, guid: c49ccffa26c9e0bf872e3f5fb6043e05, type: 3}",-36304561,c49ccffa26c9e0bf872e3f5fb6043e05,Assets/Plugins/SymmetryBreak.TastyGrassShader.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,
0_CharacterModel_Custom_Enemy _Boss_Fly,Assets/GameObject/0_CharacterModel_Custom_Enemy _Boss_Fly.prefab,SymmetryBreak.TastyGrassShader,c49ccffa26c9e0bf872e3f5fb6043e05,-36304561,,,,,,,,,,,,,,,,,,,,,{fileID: 0},0,0,1,{fileID: 1877126215733056},1877126215733056,,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -36304561, guid: c49ccffa26c9e0bf872e3f5fb6043e05, type: 3}",-36304561,c49ccffa26c9e0bf872e3f5fb6043e05,Assets/Plugins/SymmetryBreak.TastyGrassShader.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,
0_CharacterModel_Custom_Template,Assets/GameObject/0_CharacterModel_Custom_Template.prefab,SymmetryBreak.TastyGrassShader,c49ccffa26c9e0bf872e3f5fb6043e05,-36304561,,,,,,,,,,,,,,,,,,,,,{fileID: 0},0,0,1,{fileID: 1787989163433258},1787989163433258,,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -36304561, guid: c49ccffa26c9e0bf872e3f5fb6043e05, type: 3}",-36304561,c49ccffa26c9e0bf872e3f5fb6043e05,Assets/Plugins/SymmetryBreak.TastyGrassShader.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,
CharacterModel_Custom_XiaoMing,Assets/GameObject/CharacterModel_Custom_XiaoMing.prefab,SymmetryBreak.TastyGrassShader,c49ccffa26c9e0bf872e3f5fb6043e05,-36304561,,,,,,,,,,,,,,,,,,,,,{fileID: 0},0,0,1,{fileID: 1414314986922465},1414314986922465,,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -36304561, guid: c49ccffa26c9e0bf872e3f5fb6043e05, type: 3}",-36304561,c49ccffa26c9e0bf872e3f5fb6043e05,Assets/Plugins/SymmetryBreak.TastyGrassShader.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,
CharacterModel_Custom_StormCreature_NoArm,Assets/GameObject/CharacterModel_Custom_StormCreature_NoArm.prefab,SymmetryBreak.TastyGrassShader,c49ccffa26c9e0bf872e3f5fb6043e05,-36304561,,,,,,,,,,,,,,,,,,,,,{fileID: 0},0,0,1,{fileID: 1636906677008408},1636906677008408,,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -36304561, guid: c49ccffa26c9e0bf872e3f5fb6043e05, type: 3}",-36304561,c49ccffa26c9e0bf872e3f5fb6043e05,Assets/Plugins/SymmetryBreak.TastyGrassShader.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,
0_CharacterModel_Custom_Enemy,Assets/GameObject/0_CharacterModel_Custom_Enemy.prefab,SymmetryBreak.TastyGrassShader,c49ccffa26c9e0bf872e3f5fb6043e05,-36304561,,,,,,,,,,,,,,,,,,,,,{fileID: 0},0,0,1,{fileID: 1918589018861378},1918589018861378,,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -36304561, guid: c49ccffa26c9e0bf872e3f5fb6043e05, type: 3}",-36304561,c49ccffa26c9e0bf872e3f5fb6043e05,Assets/Plugins/SymmetryBreak.TastyGrassShader.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,
0_CharacterModel_Custom_Enemy_Arcade,Assets/GameObject/0_CharacterModel_Custom_Enemy_Arcade.prefab,SymmetryBreak.TastyGrassShader,c49ccffa26c9e0bf872e3f5fb6043e05,-36304561,,,,,,,,,,,,,,,,,,,,,{fileID: 0},0,0,1,{fileID: 1106947682065001},1106947682065001,,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -36304561, guid: c49ccffa26c9e0bf872e3f5fb6043e05, type: 3}",-36304561,c49ccffa26c9e0bf872e3f5fb6043e05,Assets/Plugins/SymmetryBreak.TastyGrassShader.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,
0_CharacterModel_Custom_Enemy_Invisable,Assets/GameObject/0_CharacterModel_Custom_Enemy_Invisable.prefab,SymmetryBreak.TastyGrassShader,c49ccffa26c9e0bf872e3f5fb6043e05,-36304561,,,,,,,,,,,,,,,,,,,,,{fileID: 0},0,0,1,{fileID: 1454347484762076},1454347484762076,,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -36304561, guid: c49ccffa26c9e0bf872e3f5fb6043e05, type: 3}",-36304561,c49ccffa26c9e0bf872e3f5fb6043e05,Assets/Plugins/SymmetryBreak.TastyGrassShader.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,
0_CharacterModel_Custom_Enemy _Boss_Roadblock,Assets/GameObject/0_CharacterModel_Custom_Enemy _Boss_Roadblock.prefab,SymmetryBreak.TastyGrassShader,c49ccffa26c9e0bf872e3f5fb6043e05,-36304561,,,,,,,,,,,,,,,,,,,,,{fileID: 0},0,0,1,{fileID: 1142687906503036},1142687906503036,,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -36304561, guid: c49ccffa26c9e0bf872e3f5fb6043e05, type: 3}",-36304561,c49ccffa26c9e0bf872e3f5fb6043e05,Assets/Plugins/SymmetryBreak.TastyGrassShader.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,
CharacterModel_Custom_Ghost,Assets/GameObject/CharacterModel_Custom_Ghost.prefab,SymmetryBreak.TastyGrassShader,c49ccffa26c9e0bf872e3f5fb6043e05,-36304561,,,,,,,,,,,,,,,,,,,,,{fileID: 0},0,0,1,{fileID: 1246581336596605},1246581336596605,,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -36304561, guid: c49ccffa26c9e0bf872e3f5fb6043e05, type: 3}",-36304561,c49ccffa26c9e0bf872e3f5fb6043e05,Assets/Plugins/SymmetryBreak.TastyGrassShader.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,
0_CharacterModel_Custom_Enemy_Boss_Red,Assets/GameObject/0_CharacterModel_Custom_Enemy_Boss_Red.prefab,SymmetryBreak.TastyGrassShader,c49ccffa26c9e0bf872e3f5fb6043e05,-36304561,,,,,,,,,,,,,,,,,,,,,{fileID: 0},0,0,1,{fileID: 1523547048279447},1523547048279447,,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -36304561, guid: c49ccffa26c9e0bf872e3f5fb6043e05, type: 3}",-36304561,c49ccffa26c9e0bf872e3f5fb6043e05,Assets/Plugins/SymmetryBreak.TastyGrassShader.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,
0_CharacterModel_Custom_Enemy _Boss_Sniper,Assets/GameObject/0_CharacterModel_Custom_Enemy _Boss_Sniper.prefab,SymmetryBreak.TastyGrassShader,c49ccffa26c9e0bf872e3f5fb6043e05,-36304561,,,,,,,,,,,,,,,,,,,,,{fileID: 0},0,0,1,{fileID: 1198283044711229},1198283044711229,,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -36304561, guid: c49ccffa26c9e0bf872e3f5fb6043e05, type: 3}",-36304561,c49ccffa26c9e0bf872e3f5fb6043e05,Assets/Plugins/SymmetryBreak.TastyGrassShader.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,
0_CharacterModel_Custom_Enemy_Large,Assets/GameObject/0_CharacterModel_Custom_Enemy_Large.prefab,SymmetryBreak.TastyGrassShader,c49ccffa26c9e0bf872e3f5fb6043e05,-36304561,,,,,,,,,,,,,,,,,,,,,{fileID: 0},0,0,1,{fileID: 1004846726412534},1004846726412534,,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -36304561, guid: c49ccffa26c9e0bf872e3f5fb6043e05, type: 3}",-36304561,c49ccffa26c9e0bf872e3f5fb6043e05,Assets/Plugins/SymmetryBreak.TastyGrassShader.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,
0_CharacterModel_Custom_Enemy _Mushroom,Assets/GameObject/0_CharacterModel_Custom_Enemy _Mushroom.prefab,SymmetryBreak.TastyGrassShader,c49ccffa26c9e0bf872e3f5fb6043e05,-36304561,,,,,,,,,,,,,,,,,,,,,{fileID: 0},0,0,1,{fileID: 1173863715426435},1173863715426435,,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -36304561, guid: c49ccffa26c9e0bf872e3f5fb6043e05, type: 3}",-36304561,c49ccffa26c9e0bf872e3f5fb6043e05,Assets/Plugins/SymmetryBreak.TastyGrassShader.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,
CharacterModel_Custom_MerchantMyst,Assets/GameObject/CharacterModel_Custom_MerchantMyst.prefab,SymmetryBreak.TastyGrassShader,c49ccffa26c9e0bf872e3f5fb6043e05,-36304561,,,,,,,,,,,,,,,,,,,,,{fileID: 0},0,0,1,{fileID: 1893044457331292},1893044457331292,,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -36304561, guid: c49ccffa26c9e0bf872e3f5fb6043e05, type: 3}",-36304561,c49ccffa26c9e0bf872e3f5fb6043e05,Assets/Plugins/SymmetryBreak.TastyGrassShader.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,
