_ObjectName,_SourceFile,_Script,_ScriptGUID,_ScriptFileID,MonoBehaviour.- key,MonoBehaviour.- socketPoint,MonoBehaviour.- socketPoint_fileID,MonoBehaviour.- target,MonoBehaviour.- {fileID,MonoBehaviour.acceptSticky,MonoBehaviour.actionSound,MonoBehaviour.agentUtilities.- key,MonoBehaviour.agentUtilities.agentPrefab,MonoBehaviour.agentUtilities.agentPrefab_fileID,MonoBehaviour.agentUtilities.agentPrefab_guid,MonoBehaviour.agentUtilities.agentPrefab_path,MonoBehaviour.agentUtilities.agents,MonoBehaviour.allowMultipleTrigger,MonoBehaviour.attachedToItem,MonoBehaviour.attachedToItem_fileID,MonoBehaviour.baseValue,MonoBehaviour.constants.- key,MonoBehaviour.constants.data,MonoBehaviour.constants.dataType,MonoBehaviour.constants.display,MonoBehaviour.constants.entries,MonoBehaviour.content,MonoBehaviour.defaultCapacity,MonoBehaviour.description,MonoBehaviour.display,MonoBehaviour.displayName,MonoBehaviour.displayNameKey,MonoBehaviour.displayQuality,MonoBehaviour.durabilityUsage,MonoBehaviour.effects,MonoBehaviour.enableInInventory,MonoBehaviour.excludeTags,MonoBehaviour.filters,MonoBehaviour.forbidItemsWithSameID,MonoBehaviour.hasBeenInspectedInLootBox,MonoBehaviour.hasSound,MonoBehaviour.hideIfPluged,MonoBehaviour.hideIfPluged_fileID,MonoBehaviour.icon,MonoBehaviour.icon_fileID,MonoBehaviour.icon_guid,MonoBehaviour.icon_path,MonoBehaviour.inventory,MonoBehaviour.inventory_fileID,MonoBehaviour.item,MonoBehaviour.itemGraphic,MonoBehaviour.itemGraphic_fileID,MonoBehaviour.itemGraphic_guid,MonoBehaviour.itemGraphic_path,MonoBehaviour.item_fileID,MonoBehaviour.key,MonoBehaviour.list,MonoBehaviour.m_CorrespondingSourceObject,MonoBehaviour.m_CorrespondingSourceObject_fileID,MonoBehaviour.m_EditorHideFlags,MonoBehaviour.m_Enabled,MonoBehaviour.m_GameObject,MonoBehaviour.m_GameObject_fileID,MonoBehaviour.m_ObjectHideFlags,MonoBehaviour.m_PrefabAsset,MonoBehaviour.m_PrefabAsset_fileID,MonoBehaviour.m_PrefabInstance,MonoBehaviour.m_PrefabInstance_fileID,MonoBehaviour.m_Script,MonoBehaviour.m_Script_fileID,MonoBehaviour.m_Script_guid,MonoBehaviour.m_Script_path,MonoBehaviour.master,MonoBehaviour.master_fileID,MonoBehaviour.maxStackCount,MonoBehaviour.modifiers,MonoBehaviour.modifiers_fileID,MonoBehaviour.needInspection,MonoBehaviour.order,MonoBehaviour.overrideOrder,MonoBehaviour.period,MonoBehaviour.quality,MonoBehaviour.requireTags,MonoBehaviour.showIfPluged,MonoBehaviour.showIfPluged_fileID,MonoBehaviour.slotIcon,MonoBehaviour.slotIcon_fileID,MonoBehaviour.slotIcon_guid,MonoBehaviour.slotIcon_path,MonoBehaviour.slots,MonoBehaviour.slots_fileID,MonoBehaviour.sockets,MonoBehaviour.stats,MonoBehaviour.stats_fileID,MonoBehaviour.tags.- {fileID,MonoBehaviour.tags.list,MonoBehaviour.type,MonoBehaviour.typeID,MonoBehaviour.usageUtilities,MonoBehaviour.usageUtilities_fileID,MonoBehaviour.useDurability,MonoBehaviour.useSound,MonoBehaviour.useTime,MonoBehaviour.value,MonoBehaviour.variables.- key,MonoBehaviour.variables.data,MonoBehaviour.variables.dataType,MonoBehaviour.variables.display,MonoBehaviour.variables.entries,MonoBehaviour.weight
Totem_Strong,Assets/GameObject/Totem_Strong.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,-319703745,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,MaxWeight,,{fileID: 0},0,0,1,{fileID: 1060493838284057},1060493838284057,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -319703745, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",-319703745,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,{fileID: 114141362034087694},114141362034087694,,,,,0,0,,,,,,,,,,,,,,,,,100,,,,,,,0.25,,,,,,
Bait2,Assets/GameObject/Bait2.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,783574151,,,,,,,,,,,,,[],,,,,,,,,[],,,,,Item_Bait2,,0,,[],,,,,,,,,"{fileID: 21300000, guid: 98341a6660cf182448cd85d9fc22c4af, type: 2}",21300000,98341a6660cf182448cd85d9fc22c4af,Assets/Sprite/waffle.asset,{fileID: 0},0,,{fileID: 0},0,,,,,,{fileID: 0},0,0,1,{fileID: 1314904300545095},1314904300545095,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 783574151, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",783574151,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,,,3,{fileID: 114110642496932753},114110642496932753,,0,,,94,,,,,,,,{fileID: 0},0,,{fileID: 0},0,"11400000, guid: fb94af962f13b1445be94d5540cb7e54, type: 2}",,,345,{fileID: 0},0,,,,212,Count,01000000,2,0,,0.3
Bait2,Assets/GameObject/Bait2.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,-319703745,,,,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,FishingQualityFactor,,{fileID: 0},0,0,1,{fileID: 1314904300545095},1314904300545095,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -319703745, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",-319703745,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,{fileID: 114347126157039334},114347126157039334,,,,,0,0,,,,,,,,,,,,,,,,,100,,,,,,,0.5,,,,,,
Muzzle_S_Slience_4,Assets/GameObject/Muzzle_S_Slience_4.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,783574151,,,,,,,,,,,,,[],,,,,,,,,[],,,,,Item_Muzzle_S_Slience_4,,5,,[],,,,,,,,,"{fileID: 21300000, guid: 39ae83c5a39865644ae3687586fdfd87, type: 2}",21300000,39ae83c5a39865644ae3687586fdfd87,Assets/Sprite/cross.asset,{fileID: 0},0,,{fileID: 0},0,,,,,,{fileID: 0},0,0,1,{fileID: 1882674281573381},1882674281573381,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 783574151, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",783574151,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,,,1,{fileID: 114209342590737463},114209342590737463,,0,,,999,,,,,,,,{fileID: 0},0,,{fileID: 114557710881203126},114557710881203126,"11400000, guid: 2593e00fd87f5064e8a3cb4fab807b44, type: 2}",,,423,{fileID: 0},0,,,,6800,DurabilityLoss,9318243f,1,0,,0.25
Muzzle_S_Slience_4,Assets/GameObject/Muzzle_S_Slience_4.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,1507211381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],{fileID: 0},0,0,1,{fileID: 1882674281573381},1882674281573381,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 1507211381, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",1507211381,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,{fileID: 114387316663303645},114387316663303645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muzzle_S_Slience_4,Assets/GameObject/Muzzle_S_Slience_4.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,-319703745,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,BulletSpeed,,{fileID: 0},0,0,1,{fileID: 1882674281573381},1882674281573381,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -319703745, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",-319703745,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,{fileID: 114387316663303645},114387316663303645,,,,,0,0,,,,,,,,,,,,,,,,,100,,,,,,,0.5,,,,,,
TunaCan_2,Assets/GameObject/TunaCan_2.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,783574151,,,,,,,,,,,,,[],,,,,,,,,[],,,,,Item_TunaCan_2,,0,,[],,,,,,,,,"{fileID: 21300000, guid: 2da15726715e1ea4785fdce9dd65363f, type: 2}",21300000,2da15726715e1ea4785fdce9dd65363f,Assets/Sprite/Can03.asset,{fileID: 0},0,,{fileID: 0},0,,,,,,{fileID: 0},0,0,1,{fileID: 1939496155482563},1939496155482563,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 783574151, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",783574151,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,,,3,{fileID: 0},0,,3,,,3,,,,,,,,{fileID: 0},0,,{fileID: 0},0,"11400000, guid: 5d4b54dbfa3ee4943bf3af0d66cb944b, type: 2}",,,19,{fileID: 114044221529384376},114044221529384376,,,,376,Count,01000000,2,0,,0.36
TunaCan_2,Assets/GameObject/TunaCan_2.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,-1872817694,,,,,114170969590789710},,SFX/Item/use_food,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,{fileID: 0},0,0,1,{fileID: 1939496155482563},1939496155482563,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -1872817694, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",-1872817694,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,{fileID: 114206312553039235},114206312553039235,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,,,,,,,
BP_AK47,Assets/GameObject/BP_AK47.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,783574151,,,,,,,,,,,,,[],,,,,,,,,[],,,,,Item_BP_AK47,,3,,[],,,,,,,,,"{fileID: 21300000, guid: e893b4f80f2029d4b8d5361ee46f2c46, type: 2}",21300000,e893b4f80f2029d4b8d5361ee46f2c46,Assets/Sprite/Blueprint.asset,{fileID: 0},0,,{fileID: 0},0,,,,,,{fileID: 0},0,0,1,{fileID: 1497231422855313},1497231422855313,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 783574151, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",783574151,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,,,1,{fileID: 0},0,,3,,,3,,,,,,,,{fileID: 0},0,,{fileID: 0},0,"11400000, guid: 74054ceaaaf74e54db9c50e72b3dd5c3, type: 2}",,,286,{fileID: 0},0,,,,50,,,,,[],0.1
HelmatLV2,Assets/GameObject/HelmatLV2.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,783574151,,,,,,,,EquipmentModel,"{fileID: 114806230884696783, guid: 77fb4fdaf3f6c4546ab5e2b6886050b3, type: 2}",114806230884696783,77fb4fdaf3f6c4546ab5e2b6886050b3,Assets/GameObject/HelmatLV2_0.prefab,,,,,,RepairLossRatio,cdcc4c3e,1,0,,,,,,Item_HelmatLV2,,0,,[],,,,,,,,,"{fileID: 21300000, guid: ea0f08d2c81dc2f4ebecea33ad13265a, type: 2}",21300000,ea0f08d2c81dc2f4ebecea33ad13265a,Assets/Sprite/Hair_Hat_LV2.asset,{fileID: 0},0,,{fileID: 0},0,,,,,,{fileID: 0},0,0,1,{fileID: 1121713932194543},1121713932194543,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 783574151, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",783574151,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,,,1,{fileID: 114107169862131447},114107169862131447,,24,,,2,,,,,,,,{fileID: 114381785624873062},114381785624873062,,{fileID: 0},0,"11400000, guid: 8444f8a40fd133f4bb028272ff395360, type: 2}",,,42,{fileID: 0},0,,,,378,Durability,00003442,1,0,,0.9
HelmatLV2,Assets/GameObject/HelmatLV2.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,936247221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],{fileID: 0},0,0,1,{fileID: 1121713932194543},1121713932194543,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 936247221, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",936247221,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,{fileID: 114863322940015651},114863322940015651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HelmatLV2,Assets/GameObject/HelmatLV2.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,-319703745,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,HeadArmor,,{fileID: 0},0,0,1,{fileID: 1121713932194543},1121713932194543,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -319703745, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",-319703745,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,{fileID: 114863322940015651},114863322940015651,,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,2,,,,,,
Grip_ALL_ADS_1,Assets/GameObject/Grip_ALL_ADS_1.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,783574151,,,,,,,,,,,,,[],,,,,,,,,[],,,,,Item_Grip_ALL_ADS_1,,0,,[],,,,,,,,,"{fileID: 21300000, guid: 01750e8d77c7dab42b07776b91851ed8, type: 2}",21300000,01750e8d77c7dab42b07776b91851ed8,Assets/Sprite/Pfb_Acc_Grip_ALL_ADS_1_1.asset,{fileID: 0},0,,{fileID: 0},0,,,,,,{fileID: 0},0,0,1,{fileID: 1426824953237072},1426824953237072,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 783574151, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",783574151,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,,,1,{fileID: 114317704982137487},114317704982137487,,111,,,2,,,,,,,,{fileID: 0},0,,{fileID: 0},0,"11400000, guid: 02c178294cd0211439fe98b0a6aaecf3, type: 2}",,,452,{fileID: 0},0,,,,500,,,,,[],0.1
Grip_ALL_ADS_1,Assets/GameObject/Grip_ALL_ADS_1.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,-319703745,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,ADSTime,,{fileID: 0},0,0,1,{fileID: 1426824953237072},1426824953237072,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -319703745, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",-319703745,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,{fileID: 114100536453221454},114100536453221454,,,,,0,0,,,,,,,,,,,,,,,,,100,,,,,,,-0.12,,,,,,
