_ObjectName,_SourceFile,_Script,_ScriptGUID,_ScriptFileID,MonoBehaviour.color,MonoBehaviour.m_CorrespondingSourceObject,MonoBehaviour.m_CorrespondingSourceObject_fileID,MonoBehaviour.m_EditorHideFlags,MonoBehaviour.m_Enabled,MonoBehaviour.m_GameObject,MonoBehaviour.m_GameObject_fileID,MonoBehaviour.m_Name,MonoBehaviour.m_ObjectHideFlags,MonoBehaviour.m_PrefabAsset,MonoBehaviour.m_PrefabAsset_fileID,MonoBehaviour.m_PrefabInstance,MonoBehaviour.m_PrefabInstance_fileID,MonoBehaviour.m_Script,MonoBehaviour.m_Script_fileID,MonoBehaviour.m_Script_guid,MonoBehaviour.m_Script_path,MonoBehaviour.priority,MonoBehaviour.show,MonoBehaviour.showDescription
DestroyOnLootBox,Assets/MonoBehaviour/DestroyOnLootBox.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,DestroyOnLootBox,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Bait,Assets/MonoBehaviour/Bait.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Bait,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Computer,Assets/MonoBehaviour/Computer.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Computer,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
GunType_ARR,Assets/MonoBehaviour/GunType_ARR.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,GunType_ARR,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
Luxury,Assets/MonoBehaviour/Luxury.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Luxury,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Character,Assets/MonoBehaviour/Character.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Character,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Explosive,Assets/MonoBehaviour/Explosive.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Explosive,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Material,Assets/MonoBehaviour/Material.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Material,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
GunType_SHT,Assets/MonoBehaviour/GunType_SHT.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,GunType_SHT,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
Fish_Other,Assets/MonoBehaviour/Fish_Other.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Fish_Other,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Healing,Assets/MonoBehaviour/Healing.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Healing,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
Magazine,Assets/MonoBehaviour/Magazine.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Magazine,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
Western,Assets/MonoBehaviour/Western.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Western,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Stock,Assets/MonoBehaviour/Stock.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Stock,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
Formula_Cook,Assets/MonoBehaviour/Formula_Cook.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 1, g: 0.79963285, b: 0.13679248, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Formula_Cook,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,1
Repairable,Assets/MonoBehaviour/Repairable.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0.2924528, g: 0.2924528, b: 0.2924528, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Repairable,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,1
NotNested,Assets/MonoBehaviour/NotNested.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,NotNested,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
JLab,Assets/MonoBehaviour/JLab.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,JLab,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Drink,Assets/MonoBehaviour/Drink.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Drink,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
AdvancedDebuffMode,Assets/MonoBehaviour/AdvancedDebuffMode.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0.33962262, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,AdvancedDebuffMode,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
SpecialKey,Assets/MonoBehaviour/SpecialKey.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,SpecialKey,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
Seed,Assets/MonoBehaviour/Seed.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Seed,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
SoulCube,Assets/MonoBehaviour/SoulCube.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,SoulCube,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
Gem,Assets/MonoBehaviour/Gem.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0.1273585, g: 0.52674675, b: 1, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Gem,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
Information,Assets/MonoBehaviour/Information.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Information,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
GunType_Shot,Assets/MonoBehaviour/GunType_Shot.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,GunType_Shot,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
Fish_OnlyStorm,Assets/MonoBehaviour/Fish_OnlyStorm.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Fish_OnlyStorm,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Monitor,Assets/MonoBehaviour/Monitor.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Monitor,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Formula_Normal,Assets/MonoBehaviour/Formula_Normal.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0.15018693, g: 0.7075472, b: 0.54830134, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Formula_Normal,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,1
GunType_Rocket,Assets/MonoBehaviour/GunType_Rocket.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,GunType_Rocket,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
Shit,Assets/MonoBehaviour/Shit.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0.9725491, g: 0.33333334, b: 0.40000004, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Shit,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Formula_Blueprint,Assets/MonoBehaviour/Formula_Blueprint.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0.23366857, g: 0.5046, b: 0.8396226, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Formula_Blueprint,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,1
Accessory,Assets/MonoBehaviour/Accessory.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Accessory,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,1
GunType_SNP,Assets/MonoBehaviour/GunType_SNP.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,GunType_SNP,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
GunType_AR,Assets/MonoBehaviour/GunType_AR.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,GunType_AR,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
Backpack,Assets/MonoBehaviour/Backpack.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Backpack,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
Misc,Assets/MonoBehaviour/Misc.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Misc,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
DontDropOnDeadInSlot,Assets/MonoBehaviour/DontDropOnDeadInSlot.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,DontDropOnDeadInSlot,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,1
Key,Assets/MonoBehaviour/Key.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Key,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
Medic,Assets/MonoBehaviour/Medic.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Medic,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
NotForSell,Assets/MonoBehaviour/NotForSell.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,NotForSell,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Weapon,Assets/MonoBehaviour/Weapon.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Weapon,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
