_ObjectName,_SourceFile,_Script,_ScriptGUID,_ScriptFileID,MonoBehaviour.- m_ControlPath,MonoBehaviour.- m_Name,MonoBehaviour.- m_Name.m_Action,MonoBehaviour.- m_Name.m_Flags,MonoBehaviour.- m_Name.m_Groups,MonoBehaviour.- m_Name.m_Id,MonoBehaviour.- m_Name.m_Path,MonoBehaviour.m_Action,MonoBehaviour.m_ActionId,MonoBehaviour.m_Asset,MonoBehaviour.m_Asset_fileID,MonoBehaviour.m_Asset_guid,MonoBehaviour.m_Asset_path,MonoBehaviour.m_BackgroundBehavior,MonoBehaviour.m_BindingGroup,MonoBehaviour.m_ButtonReleaseThreshold,MonoBehaviour.m_CompensateForScreenOrientation,MonoBehaviour.m_ControlPath,MonoBehaviour.m_CorrespondingSourceObject,MonoBehaviour.m_CorrespondingSourceObject_fileID,MonoBehaviour.m_DefaultButtonPressPoint,MonoBehaviour.m_DefaultDeadzoneMax,MonoBehaviour.m_DefaultDeadzoneMin,MonoBehaviour.m_DefaultHoldTime,MonoBehaviour.m_DefaultSlowTapTime,MonoBehaviour.m_DefaultTapTime,MonoBehaviour.m_DisableRedundantEventsMerging,MonoBehaviour.m_EditorHideFlags,MonoBehaviour.m_EditorInputBehaviorInPlayMode,MonoBehaviour.m_Enabled,MonoBehaviour.m_ExpectedControlType,MonoBehaviour.m_Flags,MonoBehaviour.m_GameObject,MonoBehaviour.m_GameObject_fileID,MonoBehaviour.m_Groups,MonoBehaviour.m_Id,MonoBehaviour.m_InputActionPropertyDrawerMode,MonoBehaviour.m_IsProjectWide,MonoBehaviour.m_MaxEventBytesPerUpdate,MonoBehaviour.m_MaxQueuedEventsPerUpdate,MonoBehaviour.m_MultiTapDelayTime,MonoBehaviour.m_Name,MonoBehaviour.m_ObjectHideFlags,MonoBehaviour.m_Path,MonoBehaviour.m_PrefabAsset,MonoBehaviour.m_PrefabAsset_fileID,MonoBehaviour.m_PrefabInstance,MonoBehaviour.m_PrefabInstance_fileID,MonoBehaviour.m_Script,MonoBehaviour.m_Script_fileID,MonoBehaviour.m_Script_guid,MonoBehaviour.m_ScrollDeltaBehavior,MonoBehaviour.m_ShortcutKeysConsumeInputs,MonoBehaviour.m_SingletonActionBindings,MonoBehaviour.m_SupportedDevices,MonoBehaviour.m_TapRadius,MonoBehaviour.m_Type,MonoBehaviour.m_UpdateMode
UI_Click,Assets/MonoBehaviour/UI_Click.asset,a7c8ed169960a6d09f38393641221f85,a7c8ed169960a6d09f38393641221f85,-1472958050,,,,,,,,,3c7022bf-7922-4f7c-a998-c437916075ad,"{fileID: 11400000, guid: 13e0e754c9fd6884fba01c87a0fb6f0a, type: 2}",11400000,13e0e754c9fd6884fba01c87a0fb6f0a,Assets/MonoBehaviour/DefaultInputActions.asset,,,,,,{fileID: 0},0,,,,,,,,0,,1,,,{fileID: 0},0,,,,,,,,UI/Click,0,,{fileID: 0},0,{fileID: 0},0,"{fileID: -1472958050, guid: a7c8ed169960a6d09f38393641221f85, type: 3}",-1472958050,a7c8ed169960a6d09f38393641221f85,,,,,,,
CameraMode_CameraModeFOV,Assets/MonoBehaviour/CameraMode_CameraModeFOV.asset,a7c8ed169960a6d09f38393641221f85,a7c8ed169960a6d09f38393641221f85,-1472958050,,,,,,,,,1dff148a-5e56-4d26-b897-d448a341bab0,"{fileID: 11400000, guid: 7709d7f483a42e94daf8f33ee29f7cbd, type: 2}",11400000,7709d7f483a42e94daf8f33ee29f7cbd,Assets/MonoBehaviour/Duckov Controls.asset,,,,,,{fileID: 0},0,,,,,,,,0,,1,,,{fileID: 0},0,,,,,,,,CameraMode/CameraModeFOV,0,,{fileID: 0},0,{fileID: 0},0,"{fileID: -1472958050, guid: a7c8ed169960a6d09f38393641221f85, type: 3}",-1472958050,a7c8ed169960a6d09f38393641221f85,,,,,,,
MiniGame_MiniGameA,Assets/MonoBehaviour/MiniGame_MiniGameA.asset,a7c8ed169960a6d09f38393641221f85,a7c8ed169960a6d09f38393641221f85,-1472958050,,,,,,,,,659afc02-d467-40ca-868c-a50770f0d017,"{fileID: 11400000, guid: 7709d7f483a42e94daf8f33ee29f7cbd, type: 2}",11400000,7709d7f483a42e94daf8f33ee29f7cbd,Assets/MonoBehaviour/Duckov Controls.asset,,,,,,{fileID: 0},0,,,,,,,,0,,1,,,{fileID: 0},0,,,,,,,,MiniGame/MiniGameA,0,,{fileID: 0},0,{fileID: 0},0,"{fileID: -1472958050, guid: a7c8ed169960a6d09f38393641221f85, type: 3}",-1472958050,a7c8ed169960a6d09f38393641221f85,,,,,,,
Character_SwitchBulletType,Assets/MonoBehaviour/Character_SwitchBulletType.asset,a7c8ed169960a6d09f38393641221f85,a7c8ed169960a6d09f38393641221f85,-1472958050,,,,,,,,,e36e4f22-438a-4e78-b7f3-19dda3b4f3b3,"{fileID: 11400000, guid: 7709d7f483a42e94daf8f33ee29f7cbd, type: 2}",11400000,7709d7f483a42e94daf8f33ee29f7cbd,Assets/MonoBehaviour/Duckov Controls.asset,,,,,,{fileID: 0},0,,,,,,,,0,,1,,,{fileID: 0},0,,,,,,,,Character/SwitchBulletType,0,,{fileID: 0},0,{fileID: 0},0,"{fileID: -1472958050, guid: a7c8ed169960a6d09f38393641221f85, type: 3}",-1472958050,a7c8ed169960a6d09f38393641221f85,,,,,,,
Character_ItemShortcut3,Assets/MonoBehaviour/Character_ItemShortcut3.asset,a7c8ed169960a6d09f38393641221f85,a7c8ed169960a6d09f38393641221f85,-1472958050,,,,,,,,,fb1ebd73-7faf-4456-85ed-561c9f1d8605,"{fileID: 11400000, guid: 7709d7f483a42e94daf8f33ee29f7cbd, type: 2}",11400000,7709d7f483a42e94daf8f33ee29f7cbd,Assets/MonoBehaviour/Duckov Controls.asset,,,,,,{fileID: 0},0,,,,,,,,0,,1,,,{fileID: 0},0,,,,,,,,Character/ItemShortcut3,0,,{fileID: 0},0,{fileID: 0},0,"{fileID: -1472958050, guid: a7c8ed169960a6d09f38393641221f85, type: 3}",-1472958050,a7c8ed169960a6d09f38393641221f85,,,,,,,
Character_UI_NextPage,Assets/MonoBehaviour/Character_UI_NextPage.asset,a7c8ed169960a6d09f38393641221f85,a7c8ed169960a6d09f38393641221f85,-1472958050,,,,,,,,,b5471449-9e09-448d-8c20-bedd7c1a7c10,"{fileID: 11400000, guid: 7709d7f483a42e94daf8f33ee29f7cbd, type: 2}",11400000,7709d7f483a42e94daf8f33ee29f7cbd,Assets/MonoBehaviour/Duckov Controls.asset,,,,,,{fileID: 0},0,,,,,,,,0,,1,,,{fileID: 0},0,,,,,,,,Character/UI_NextPage,0,,{fileID: 0},0,{fileID: 0},0,"{fileID: -1472958050, guid: a7c8ed169960a6d09f38393641221f85, type: 3}",-1472958050,a7c8ed169960a6d09f38393641221f85,,,,,,,
Character_ItemShortcut_Melee,Assets/MonoBehaviour/Character_ItemShortcut_Melee.asset,a7c8ed169960a6d09f38393641221f85,a7c8ed169960a6d09f38393641221f85,-1472958050,,,,,,,,,647327c8-81df-4c08-aea6-588cfb4ddda2,"{fileID: 11400000, guid: 7709d7f483a42e94daf8f33ee29f7cbd, type: 2}",11400000,7709d7f483a42e94daf8f33ee29f7cbd,Assets/MonoBehaviour/Duckov Controls.asset,,,,,,{fileID: 0},0,,,,,,,,0,,1,,,{fileID: 0},0,,,,,,,,Character/ItemShortcut_Melee,0,,{fileID: 0},0,{fileID: 0},0,"{fileID: -1472958050, guid: a7c8ed169960a6d09f38393641221f85, type: 3}",-1472958050,a7c8ed169960a6d09f38393641221f85,,,,,,,
Character_UI_Cancel,Assets/MonoBehaviour/Character_UI_Cancel.asset,a7c8ed169960a6d09f38393641221f85,a7c8ed169960a6d09f38393641221f85,-1472958050,,,,,,,,,815ac63a-f7f6-4a47-a1be-caef02ae5cb2,"{fileID: 11400000, guid: 7709d7f483a42e94daf8f33ee29f7cbd, type: 2}",11400000,7709d7f483a42e94daf8f33ee29f7cbd,Assets/MonoBehaviour/Duckov Controls.asset,,,,,,{fileID: 0},0,,,,,,,,0,,1,,,{fileID: 0},0,,,,,,,,Character/UI_Cancel,0,,{fileID: 0},0,{fileID: 0},0,"{fileID: -1472958050, guid: a7c8ed169960a6d09f38393641221f85, type: 3}",-1472958050,a7c8ed169960a6d09f38393641221f85,,,,,,,
Character_Point,Assets/MonoBehaviour/Character_Point.asset,a7c8ed169960a6d09f38393641221f85,a7c8ed169960a6d09f38393641221f85,-1472958050,,,,,,,,,9a4f50ce-7834-43b5-80ab-918b5077bc50,"{fileID: 11400000, guid: 7709d7f483a42e94daf8f33ee29f7cbd, type: 2}",11400000,7709d7f483a42e94daf8f33ee29f7cbd,Assets/MonoBehaviour/Duckov Controls.asset,,,,,,{fileID: 0},0,,,,,,,,0,,1,,,{fileID: 0},0,,,,,,,,Character/Point,0,,{fileID: 0},0,{fileID: 0},0,"{fileID: -1472958050, guid: a7c8ed169960a6d09f38393641221f85, type: 3}",-1472958050,a7c8ed169960a6d09f38393641221f85,,,,,,,
Character_UI_Navigate,Assets/MonoBehaviour/Character_UI_Navigate.asset,a7c8ed169960a6d09f38393641221f85,a7c8ed169960a6d09f38393641221f85,-1472958050,,,,,,,,,efa13eb0-17c6-4296-989e-7122f6a7dc2f,"{fileID: 11400000, guid: 7709d7f483a42e94daf8f33ee29f7cbd, type: 2}",11400000,7709d7f483a42e94daf8f33ee29f7cbd,Assets/MonoBehaviour/Duckov Controls.asset,,,,,,{fileID: 0},0,,,,,,,,0,,1,,,{fileID: 0},0,,,,,,,,Character/UI_Navigate,0,,{fileID: 0},0,{fileID: 0},0,"{fileID: -1472958050, guid: a7c8ed169960a6d09f38393641221f85, type: 3}",-1472958050,a7c8ed169960a6d09f38393641221f85,,,,,,,
CameraMode_CameraModeCapture,Assets/MonoBehaviour/CameraMode_CameraModeCapture.asset,a7c8ed169960a6d09f38393641221f85,a7c8ed169960a6d09f38393641221f85,-1472958050,,,,,,,,,6b995781-64a3-42f9-b4d4-0b5844e28b35,"{fileID: 11400000, guid: 7709d7f483a42e94daf8f33ee29f7cbd, type: 2}",11400000,7709d7f483a42e94daf8f33ee29f7cbd,Assets/MonoBehaviour/Duckov Controls.asset,,,,,,{fileID: 0},0,,,,,,,,0,,1,,,{fileID: 0},0,,,,,,,,CameraMode/CameraModeCapture,0,,{fileID: 0},0,{fileID: 0},0,"{fileID: -1472958050, guid: a7c8ed169960a6d09f38393641221f85, type: 3}",-1472958050,a7c8ed169960a6d09f38393641221f85,,,,,,,
Character_SwitchWeapon,Assets/MonoBehaviour/Character_SwitchWeapon.asset,a7c8ed169960a6d09f38393641221f85,a7c8ed169960a6d09f38393641221f85,-1472958050,,,,,,,,,c74d3057-fb07-44e3-a53a-24cefc8f5477,"{fileID: 11400000, guid: 7709d7f483a42e94daf8f33ee29f7cbd, type: 2}",11400000,7709d7f483a42e94daf8f33ee29f7cbd,Assets/MonoBehaviour/Duckov Controls.asset,,,,,,{fileID: 0},0,,,,,,,,0,,1,,,{fileID: 0},0,,,,,,,,Character/SwitchWeapon,0,,{fileID: 0},0,{fileID: 0},0,"{fileID: -1472958050, guid: a7c8ed169960a6d09f38393641221f85, type: 3}",-1472958050,a7c8ed169960a6d09f38393641221f85,,,,,,,
DefaultInputActions,Assets/MonoBehaviour/DefaultInputActions.asset,a7c8ed169960a6d09f38393641221f85,a7c8ed169960a6d09f38393641221f85,330670497,'<XRController>',XR,TrackedDeviceOrientation,0,XR,23e01e3a-f935-4948-8d8b-9bcac77714fb,'<XRController>/deviceRotation',Navigate,,{fileID: 11400000},11400000,,,,XR,,,,{fileID: 0},0,,,,,,,,0,,1,Quaternion,0,{fileID: 0},0,Keyboard&Mouse,4cda81dc-9edd-4e03-9d7c-a71a14345d0b,,0,,,,DefaultInputActions,0,'<Keyboard>/rightArrow',{fileID: 0},0,{fileID: 0},0,"{fileID: 330670497, guid: a7c8ed169960a6d09f38393641221f85, type: 3}",330670497,a7c8ed169960a6d09f38393641221f85,,,[],,,2,
Character_MiddleClick,Assets/MonoBehaviour/Character_MiddleClick.asset,a7c8ed169960a6d09f38393641221f85,a7c8ed169960a6d09f38393641221f85,-1472958050,,,,,,,,,de57d4bc-f9b5-4f47-9071-f6895241ee3a,"{fileID: 11400000, guid: 7709d7f483a42e94daf8f33ee29f7cbd, type: 2}",11400000,7709d7f483a42e94daf8f33ee29f7cbd,Assets/MonoBehaviour/Duckov Controls.asset,,,,,,{fileID: 0},0,,,,,,,,0,,1,,,{fileID: 0},0,,,,,,,,Character/MiddleClick,0,,{fileID: 0},0,{fileID: 0},0,"{fileID: -1472958050, guid: a7c8ed169960a6d09f38393641221f85, type: 3}",-1472958050,a7c8ed169960a6d09f38393641221f85,,,,,,,
MiniGame_MiniGameB,Assets/MonoBehaviour/MiniGame_MiniGameB.asset,a7c8ed169960a6d09f38393641221f85,a7c8ed169960a6d09f38393641221f85,-1472958050,,,,,,,,,c145caed-859c-4962-a365-7f6d9676b255,"{fileID: 11400000, guid: 7709d7f483a42e94daf8f33ee29f7cbd, type: 2}",11400000,7709d7f483a42e94daf8f33ee29f7cbd,Assets/MonoBehaviour/Duckov Controls.asset,,,,,,{fileID: 0},0,,,,,,,,0,,1,,,{fileID: 0},0,,,,,,,,MiniGame/MiniGameB,0,,{fileID: 0},0,{fileID: 0},0,"{fileID: -1472958050, guid: a7c8ed169960a6d09f38393641221f85, type: 3}",-1472958050,a7c8ed169960a6d09f38393641221f85,,,,,,,
Character_Run,Assets/MonoBehaviour/Character_Run.asset,a7c8ed169960a6d09f38393641221f85,a7c8ed169960a6d09f38393641221f85,-1472958050,,,,,,,,,9b607783-0d5f-48b4-bbd6-f7fb3e74ab67,"{fileID: 11400000, guid: 7709d7f483a42e94daf8f33ee29f7cbd, type: 2}",11400000,7709d7f483a42e94daf8f33ee29f7cbd,Assets/MonoBehaviour/Duckov Controls.asset,,,,,,{fileID: 0},0,,,,,,,,0,,1,,,{fileID: 0},0,,,,,,,,Character/Run,0,,{fileID: 0},0,{fileID: 0},0,"{fileID: -1472958050, guid: a7c8ed169960a6d09f38393641221f85, type: 3}",-1472958050,a7c8ed169960a6d09f38393641221f85,,,,,,,
Character_PutAway,Assets/MonoBehaviour/Character_PutAway.asset,a7c8ed169960a6d09f38393641221f85,a7c8ed169960a6d09f38393641221f85,-1472958050,,,,,,,,,a941297c-9ee8-4f8f-a1ae-e30d744b141c,"{fileID: 11400000, guid: 7709d7f483a42e94daf8f33ee29f7cbd, type: 2}",11400000,7709d7f483a42e94daf8f33ee29f7cbd,Assets/MonoBehaviour/Duckov Controls.asset,,,,,,{fileID: 0},0,,,,,,,,0,,1,,,{fileID: 0},0,,,,,,,,Character/PutAway,0,,{fileID: 0},0,{fileID: 0},0,"{fileID: -1472958050, guid: a7c8ed169960a6d09f38393641221f85, type: 3}",-1472958050,a7c8ed169960a6d09f38393641221f85,,,,,,,
Character_ItemShortcut1,Assets/MonoBehaviour/Character_ItemShortcut1.asset,a7c8ed169960a6d09f38393641221f85,a7c8ed169960a6d09f38393641221f85,-1472958050,,,,,,,,,4e714e7c-7c6c-489d-a245-bd00ccf7c1a1,"{fileID: 11400000, guid: 7709d7f483a42e94daf8f33ee29f7cbd, type: 2}",11400000,7709d7f483a42e94daf8f33ee29f7cbd,Assets/MonoBehaviour/Duckov Controls.asset,,,,,,{fileID: 0},0,,,,,,,,0,,1,,,{fileID: 0},0,,,,,,,,Character/ItemShortcut1,0,,{fileID: 0},0,{fileID: 0},0,"{fileID: -1472958050, guid: a7c8ed169960a6d09f38393641221f85, type: 3}",-1472958050,a7c8ed169960a6d09f38393641221f85,,,,,,,
Character_ItemShortcut6,Assets/MonoBehaviour/Character_ItemShortcut6.asset,a7c8ed169960a6d09f38393641221f85,a7c8ed169960a6d09f38393641221f85,-1472958050,,,,,,,,,b4bb1c14-fcba-4514-8a01-614e72b21368,"{fileID: 11400000, guid: 7709d7f483a42e94daf8f33ee29f7cbd, type: 2}",11400000,7709d7f483a42e94daf8f33ee29f7cbd,Assets/MonoBehaviour/Duckov Controls.asset,,,,,,{fileID: 0},0,,,,,,,,0,,1,,,{fileID: 0},0,,,,,,,,Character/ItemShortcut6,0,,{fileID: 0},0,{fileID: 0},0,"{fileID: -1472958050, guid: a7c8ed169960a6d09f38393641221f85, type: 3}",-1472958050,a7c8ed169960a6d09f38393641221f85,,,,,,,
